LECROYSDA18000 15238 Waveform
Segments 1 SegmentSize 4002
Segment TrigTime TimeSinceSegment1
#1 02-Nov-2018 11:01:55 0                 
Time Ampl
-2.003683e-008 -0.00136382
-1.998683e-008 -0.00221836
-1.993683e-008 7.76858e-005
-1.988683e-008 0.000207162
-1.983683e-008 -0.00208889
-1.978683e-008 -0.00258953
-1.973683e-008 -0.00137245
-1.968683e-008 0.000129476
-1.963683e-008 0.00145877
-1.958683e-008 0.000673277
-1.953683e-008 -0.00155372
-1.948683e-008 -0.0010876
-1.943683e-008 0.00160551
-1.938683e-008 0.00176951
-1.933683e-008 -1.72635e-005
-1.928683e-008 0.000914966
-1.923683e-008 0.0030988
-1.918683e-008 0.00234784
-1.913683e-008 0.00121708
-1.908683e-008 0.00179541
-1.903683e-008 0.000138108
-1.898683e-008 -0.00222699
-1.893683e-008 -6.90541e-005
-1.888683e-008 0.00169182
-1.883683e-008 -0.00145014
-1.878683e-008 -0.00232194
-1.873683e-008 0.00100992
-1.868683e-008 0.000595591
-1.863683e-008 -0.00286574
-1.858683e-008 -0.00234784
-1.853683e-008 0.000871807
-1.848683e-008 0.00232194
-1.843683e-008 0.00176951
-1.838683e-008 0
-1.833683e-008 -0.00161414
-1.828683e-008 -0.00160551
-1.823683e-008 -0.00164003
-1.818683e-008 -0.00316785
-1.813683e-008 -0.0039965
-1.808683e-008 -0.00242552
-1.803683e-008 -0.000284848
-1.798683e-008 0.000880439
-1.793683e-008 0.00211478
-1.788683e-008 0.00300385
-1.783683e-008 0.00105307
-1.778683e-008 -0.00176951
-1.773683e-008 -0.00107034
-1.768683e-008 0.000681909
-1.763683e-008 -0.000768226
-1.758683e-008 -0.00204573
-1.753683e-008 -8.63176e-006
-1.748683e-008 0.00195078
-1.743683e-008 0.00200257
-1.738683e-008 0.00134655
-1.733683e-008 -0.000474747
-1.728683e-008 -0.00205436
-1.723683e-008 -0.000509274
-1.718683e-008 0.00176088
-1.713683e-008 0.0016573
-1.708683e-008 0.0013034
-1.703683e-008 0.00150193
-1.698683e-008 0.000379797
