LECROYSDA18000 15238 Waveform
Segments 1 SegmentSize 8002
Segment TrigTime TimeSinceSegment1
#1 02-Nov-2018 10:57:13 0                 
Time Ampl
-2.000637e-008 0.00233057
-1.998137e-008 0.00156235
-1.995637e-008 -0.00137245
-1.993137e-008 -0.00466978
-1.990637e-008 -0.00460936
-1.988137e-008 -0.000656014
-1.985637e-008 0.002391
-1.983137e-008 0.00121708
-1.980637e-008 -0.000414324
-1.978137e-008 0.0016314
-1.975637e-008 0.00374618
-1.973137e-008 0.000776858
-1.970637e-008 -0.00389292
-1.968137e-008 -0.00338365
-1.965637e-008 0.000923598
-1.963137e-008 0.00222699
-1.960637e-008 -0.00029348
-1.958137e-008 -0.00172635
-1.955637e-008 -0.000897703
-1.953137e-008 -0.00101855
-1.950637e-008 -0.00246005
-1.948137e-008 -0.00234784
-1.945637e-008 -0.00063875
-1.943137e-008 -0.000457483
-1.940637e-008 -0.00247731
-1.938137e-008 -0.00367713
-1.935637e-008 -0.002555
-1.933137e-008 -0.0016314
-1.930637e-008 -0.00296932
-1.928137e-008 -0.00425546
-1.925637e-008 -0.00233057
-1.923137e-008 0.00153645
-1.920637e-008 0.00313333
-1.918137e-008 0.00134655
-1.915637e-008 -0.000742331
-1.913137e-008 -0.000284848
-1.910637e-008 0.00214068
-1.908137e-008 0.00363397
-1.905637e-008 0.00222699
-1.903137e-008 -0.000552432
-1.900637e-008 -0.0014674
-1.898137e-008 -0.000647382
-1.895637e-008 -0.00156235
-1.893137e-008 -0.00409145
-1.890637e-008 -0.0034786
-1.888137e-008 0.000828649
-1.885637e-008 0.00281395
-1.883137e-008 8.63176e-006
-1.880637e-008 -0.00242552
-1.878137e-008 -0.00138971
-1.875637e-008 -0.000414324
-1.873137e-008 -0.00137245
-1.870637e-008 -0.00117392
-1.868137e-008 0.0012516
-1.865637e-008 0.00313333
-1.863137e-008 0.0036426
-1.860637e-008 0.00391019
-1.858137e-008 0.00317649
-1.855637e-008 0.00119981
-1.853137e-008 0.000474747
-1.850637e-008 0.00093223
-1.848137e-008 -0.00134655
-1.845637e-008 -0.00554159
-1.843137e-008 -0.00491147
-1.840637e-008 0.00122571
-1.838137e-008 0.00406556
-1.835637e-008 -0.000699172
-1.833137e-008 -0.00542938
-1.830637e-008 -0.00320238
-1.828137e-008 0.00093223
-1.825637e-008 -0.000820017
-1.823137e-008 -0.00594728
-1.820637e-008 -0.00644792
-1.818137e-008 -0.00207162
-1.815637e-008 0.000422956
-1.813137e-008 -0.00119981
-1.810637e-008 -0.00246005
-1.808137e-008 -0.000750963
-1.805637e-008 0.00126887
-1.803137e-008 0.00110486
-1.800637e-008 -0.000569696
-1.798137e-008 -0.00210615
-1.795637e-008 -0.00226152
-1.793137e-008 -0.00093223
-1.790637e-008 -0.000379797
-1.788137e-008 -0.00242552
-1.785637e-008 -0.00435041
-1.783137e-008 -0.0029348
-1.780637e-008 -0.000725068
-1.778137e-008 -0.00121708
-1.775637e-008 -0.00190762
-1.773137e-008 -0.000120845
-1.770637e-008 0.000466115
-1.768137e-008 -0.0022011
-1.765637e-008 -0.00294343
-1.763137e-008 -3.4527e-005
-1.760637e-008 8.63176e-005
-1.758137e-008 -0.00387566
-1.755637e-008 -0.00422956
-1.753137e-008 0.000353902
-1.750637e-008 0.00177814
-1.748137e-008 -0.00138971
-1.745637e-008 -0.00180404
-1.743137e-008 0.00117392
-1.740637e-008 0.00136382
-1.738137e-008 -0.000742331
-1.735637e-008 -0.000621487
-1.733137e-008 -0.000397061
-1.730637e-008 -0.002555
-1.728137e-008 -0.00252047
-1.725637e-008 0.000854544
-1.723137e-008 0.000802753
-1.720637e-008 -0.00267584
-1.718137e-008 -0.00083728
-1.715637e-008 0.00558475
-1.713137e-008 0.00590412
-1.710637e-008 -0.00029348
-1.708137e-008 -0.00280532
-1.705637e-008 -0.000129476
-1.703137e-008 0.000854544
-1.700637e-008 0.000250321
-1.698137e-008 0.00209752
-1.695637e-008 0.00317649
-1.693137e-008 3.4527e-005
-1.690637e-008 -0.00258953
-1.688137e-008 -0.00105307
-1.685637e-008 0.00106171
-1.683137e-008 0.00191625
-1.680637e-008 0.00327144
-1.678137e-008 0.0029089
-1.675637e-008 -0.00119981
-1.673137e-008 -0.00342681
-1.670637e-008 0.000207162
-1.668137e-008 0.00344407
-1.665637e-008 0.00166593
-1.663137e-008 7.76858e-005
-1.660637e-008 0.00145877
-1.658137e-008 0.000362534
-1.655637e-008 -0.00410008
-1.653137e-008 -0.00490284
-1.650637e-008 -0.000448851
-1.648137e-008 0.00295206
-1.645637e-008 0.0023651
-1.643137e-008 0.000371166
-1.640637e-008 -0.00157961
-1.638137e-008 -0.00298659
-1.635637e-008 -0.00189899
-1.633137e-008 0.00117392
-1.630637e-008 0.00275353
-1.628137e-008 0.00208889
-1.625637e-008 0.00147603
-1.623137e-008 0.00140698
-1.620637e-008 0.000914966
-1.618137e-008 0.000328007
-1.615637e-008 -0.000189899
-1.613137e-008 -0.00120845
-1.610637e-008 -0.00170909
-1.608137e-008 -0.000319375
-1.605637e-008 0.00174361
-1.603137e-008 0.00241689
-1.600637e-008 0.00124297
-1.598137e-008 -0.00121708
-1.595637e-008 -0.0030988
-1.593137e-008 -0.00185583
-1.590637e-008 0.00119981
-1.588137e-008 0.00145014
-1.585637e-008 -0.000949493
-1.583137e-008 -0.00138971
-1.580637e-008 -0.000483378
-1.578137e-008 -0.00258953
-1.575637e-008 -0.00528264
-1.573137e-008 -0.00317649
-1.570637e-008 0.000794122
-1.568137e-008 0.00122571
-1.565637e-008 0.000854544
-1.563137e-008 0.00267584
-1.560637e-008 0.00179541
-1.558137e-008 -0.00336639
-1.555637e-008 -0.00489421
-1.553137e-008 -0.000215794
-1.550637e-008 0.0023651
-1.548137e-008 -0.000233057
-1.545637e-008 -0.000923598
-1.543137e-008 0.00215794
-1.540637e-008 0.00227878
-1.538137e-008 -0.00159688
-1.535637e-008 -0.00291753
-1.533137e-008 -0.000267584
-1.530637e-008 0.00110486
-1.528137e-008 -0.000258953
-1.525637e-008 -0.000397061
-1.523137e-008 0.00195941
-1.520637e-008 0.00297796
-1.518137e-008 -0.000388429
-1.515637e-008 -0.00516179
-1.513137e-008 -0.00562791
-1.510637e-008 -0.00168319
-1.508137e-008 0.000569696
-1.505637e-008 -0.000914966
-1.503137e-008 -0.000880439
-1.500637e-008 0.00207162
-1.498137e-008 0.00212341
-1.495637e-008 -0.00115666
-1.493137e-008 -0.00078549
-1.490637e-008 0.00282258
-1.488137e-008 0.00113939
-1.485637e-008 -0.00504958
-1.483137e-008 -0.00568833
-1.480637e-008 -0.000233057
-1.478137e-008 0.00195941
-1.475637e-008 -0.000604223
-1.473137e-008 -0.00119981
-1.470637e-008 0.000621487
-1.468137e-008 0.000302112
-1.465637e-008 -0.00100992
-1.463137e-008 4.31588e-005
-1.460637e-008 0.00139834
-1.458137e-008 0.000664645
-1.455637e-008 -6.04223e-005
-1.453137e-008 0.000535169
-1.450637e-008 0.000802753
-1.448137e-008 0.00058696
-1.445637e-008 0.000690541
-1.443137e-008 0.00014674
-1.440637e-008 -0.000820017
-1.438137e-008 -0.000483378
-1.435637e-008 -0.000319375
-1.433137e-008 -0.00247731
-1.430637e-008 -0.00391019
-1.428137e-008 -0.00194215
-1.425637e-008 -0.000716436
-1.423137e-008 -0.00289164
-1.420637e-008 -0.00344407
-1.418137e-008 -0.000353902
-1.415637e-008 0.000328007
-1.413137e-008 -0.00282258
-1.410637e-008 -0.00285711
-1.408137e-008 0.00131203
-1.405637e-008 0.00237373
-1.403137e-008 -0.000889071
-1.400637e-008 -0.00170046
-1.398137e-008 0.00104444
-1.395637e-008 0.00152782
-1.393137e-008 -0.00126887
-1.390637e-008 -0.0023651
-1.388137e-008 -4.31588e-005
-1.385637e-008 0.00215794
-1.383137e-008 0.0011135
-1.380637e-008 -0.00227015
-1.378137e-008 -0.00405693
-1.375637e-008 -0.0020112
-1.373137e-008 0.000794122
-1.370637e-008 0.000561064
-1.368137e-008 -0.000742331
