Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.000000e-11
Record Length,1000
Zero Index,219.718750
Vertical Units,V

TIME,CH1
-8.788750e-09,-2.953125e-03
-8.748750e-09,-2.640625e-03
-8.708750e-09,-3.343750e-03
-8.668750e-09,-4.656250e-03
-8.628750e-09,-5.953125e-03
-8.588750e-09,-6.781250e-03
-8.548750e-09,-6.937500e-03
-8.508750e-09,-6.562500e-03
-8.468750e-09,-6.046875e-03
-8.428750e-09,-5.890625e-03
-8.388750e-09,-6.437500e-03
-8.348750e-09,-7.593750e-03
-8.308750e-09,-8.625000e-03
-8.268750e-09,-8.656250e-03
-8.228750e-09,-7.203125e-03
-8.188750e-09,-4.734375e-03
-8.148750e-09,-2.640625e-03
-8.108750e-09,-2.234375e-03
-8.068750e-09,-3.843750e-03
-8.028750e-09,-6.296875e-03
-7.988750e-09,-7.796875e-03
-7.948750e-09,-7.093750e-03
-7.908750e-09,-4.500000e-03
-7.868750e-09,-1.687500e-03
-7.828750e-09,-4.218750e-04
-7.788750e-09,-1.343750e-03
-7.748750e-09,-3.578125e-03
-7.708750e-09,-5.578125e-03
-7.668750e-09,-6.312500e-03
-7.628750e-09,-5.859375e-03
-7.588750e-09,-5.031250e-03
-7.548750e-09,-4.468750e-03
-7.508750e-09,-4.203125e-03
-7.468750e-09,-3.781250e-03
-7.428750e-09,-3.062500e-03
-7.388750e-09,-2.437500e-03
-7.348750e-09,-2.546875e-03
-7.308750e-09,-3.578125e-03
-7.268750e-09,-4.953125e-03
-7.228750e-09,-5.765625e-03
-7.188750e-09,-5.437500e-03
-7.148750e-09,-4.250000e-03
-7.108750e-09,-2.890625e-03
-7.068750e-09,-1.984375e-03
-7.028750e-09,-1.562500e-03
-6.988750e-09,-1.312500e-03
-6.948750e-09,-1.093750e-03
-6.908750e-09,-1.078125e-03
-6.868750e-09,-1.531250e-03
-6.828750e-09,-2.312500e-03
-6.788750e-09,-2.890625e-03
-6.748750e-09,-2.718750e-03
-6.708750e-09,-1.953125e-03
-6.668750e-09,-1.437500e-03
-6.628750e-09,-2.015625e-03
-6.588750e-09,-3.781250e-03
-6.548750e-09,-5.750000e-03
-6.508750e-09,-6.515625e-03
-6.468750e-09,-5.312500e-03
-6.428750e-09,-2.640625e-03
-6.388750e-09,1.562500e-04
-6.348750e-09,1.812500e-03
-6.308750e-09,2.031250e-03
-6.268750e-09,1.421875e-03
-6.228750e-09,7.187500e-04
-6.188750e-09,1.250000e-04
-6.148750e-09,-8.125000e-04
-6.108750e-09,-2.515625e-03
-6.068750e-09,-4.781250e-03
-6.028750e-09,-6.750000e-03
-5.988750e-09,-7.531250e-03
-5.948750e-09,-6.968750e-03
-5.908750e-09,-5.734375e-03
-5.868750e-09,-4.703125e-03
-5.828750e-09,-4.265625e-03
-5.788750e-09,-4.015625e-03
-5.748750e-09,-3.343750e-03
-5.708750e-09,-2.203125e-03
-5.668750e-09,-1.281250e-03
-5.628750e-09,-1.578125e-03
-5.588750e-09,-3.328125e-03
-5.548750e-09,-5.687500e-03
-5.508750e-09,-7.156250e-03
-5.468750e-09,-6.765625e-03
-5.428750e-09,-4.812500e-03
-5.388750e-09,-2.703125e-03
-5.348750e-09,-1.906250e-03
-5.308750e-09,-2.890625e-03
-5.268750e-09,-4.765625e-03
-5.228750e-09,-6.093750e-03
-5.188750e-09,-5.968750e-03
-5.148750e-09,-4.578125e-03
-5.108750e-09,-2.968750e-03
-5.068750e-09,-2.078125e-03
-5.028750e-09,-2.156250e-03
-4.988750e-09,-2.609375e-03
-4.948750e-09,-2.781250e-03
-4.908750e-09,-2.453125e-03
-4.868750e-09,-2.062500e-03
-4.828750e-09,-2.250000e-03
-4.788750e-09,-3.218750e-03
-4.748750e-09,-4.546875e-03
-4.708750e-09,-5.421875e-03
-4.668750e-09,-5.234375e-03
-4.628750e-09,-4.015625e-03
-4.588750e-09,-2.375000e-03
-4.548750e-09,-1.218750e-03
-4.508750e-09,-1.109375e-03
-4.468750e-09,-2.046875e-03
-4.428750e-09,-3.484375e-03
-4.388750e-09,-4.640625e-03
-4.348750e-09,-4.890625e-03
-4.308750e-09,-4.187500e-03
-4.268750e-09,-2.984375e-03
-4.228750e-09,-2.109375e-03
-4.188750e-09,-2.218750e-03
-4.148750e-09,-3.437500e-03
-4.108750e-09,-5.156250e-03
-4.068750e-09,-6.406250e-03
-4.028750e-09,-6.484375e-03
-3.988750e-09,-5.421875e-03
-3.948750e-09,-4.062500e-03
-3.908750e-09,-3.437500e-03
-3.868750e-09,-4.031250e-03
-3.828750e-09,-5.328125e-03
-3.788750e-09,-6.156250e-03
-3.748750e-09,-5.515625e-03
-3.708750e-09,-3.515625e-03
-3.668750e-09,-1.375000e-03
-3.628750e-09,-7.031250e-04
-3.588750e-09,-2.359375e-03
-3.548750e-09,-5.687500e-03
-3.508750e-09,-8.875000e-03
-3.468750e-09,-1.009375e-02
-3.428750e-09,-8.671875e-03
-3.388750e-09,-5.468750e-03
-3.348750e-09,-2.265625e-03
-3.308750e-09,-5.781250e-04
-3.268750e-09,-7.968750e-04
-3.228750e-09,-2.203125e-03
-3.188750e-09,-3.640625e-03
-3.148750e-09,-4.375000e-03
-3.108750e-09,-4.437500e-03
