Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,1.000000e-11
Record Length,1000
Zero Index,19.125000
Vertical Units,V

TIME,CH1
-1.912500e-10,-7.187500e-04
-1.812500e-10,-9.687500e-04
-1.712500e-10,-1.625000e-03
-1.612500e-10,-2.750000e-03
-1.512500e-10,-4.093750e-03
-1.412500e-10,-5.625000e-03
-1.312500e-10,-7.031250e-03
-1.212500e-10,-8.312500e-03
-1.112500e-10,-9.250000e-03
-1.012500e-10,-9.843750e-03
-9.125000e-11,-1.000000e-02
-8.125000e-11,-9.843750e-03
-7.125000e-11,-9.375000e-03
-6.125000e-11,-8.812500e-03
-5.125000e-11,-8.156250e-03
-4.125000e-11,-7.687500e-03
-3.125000e-11,-7.437500e-03
-2.125000e-11,-7.562500e-03
-1.125000e-11,-7.968750e-03
-1.250000e-12,-8.718750e-03
8.750000e-12,-9.687500e-03
1.875000e-11,-1.084375e-02
2.875000e-11,-1.190625e-02
3.875000e-11,-1.287500e-02
4.875000e-11,-1.353125e-02
5.875000e-11,-1.384375e-02
6.875000e-11,-1.365625e-02
7.875000e-11,-1.306250e-02
8.875000e-11,-1.206250e-02
9.875000e-11,-1.081250e-02
1.087500e-10,-9.312500e-03
1.187500e-10,-7.843750e-03
1.287500e-10,-6.468750e-03
1.387500e-10,-5.375000e-03
1.487500e-10,-4.531250e-03
1.587500e-10,-4.093750e-03
1.687500e-10,-4.000000e-03
1.787500e-10,-4.281250e-03
1.887500e-10,-4.750000e-03
1.987500e-10,-5.406250e-03
2.087500e-10,-6.062500e-03
2.187500e-10,-6.625000e-03
2.287500e-10,-6.968750e-03
2.387500e-10,-7.062500e-03
2.487500e-10,-6.812500e-03
2.587500e-10,-6.250000e-03
2.687500e-10,-5.312500e-03
2.787500e-10,-4.187500e-03
2.887500e-10,-2.843750e-03
2.987500e-10,-1.437500e-03
3.087500e-10,3.125000e-05
3.187500e-10,1.375000e-03
3.287500e-10,2.593750e-03
3.387500e-10,3.562500e-03
3.487500e-10,4.343750e-03
3.587500e-10,4.812500e-03
3.687500e-10,5.000000e-03
3.787500e-10,4.875000e-03
3.887500e-10,4.500000e-03
3.987500e-10,3.812500e-03
4.087500e-10,2.875000e-03
4.187500e-10,1.687500e-03
4.287500e-10,3.125000e-04
4.387500e-10,-1.281250e-03
4.487500e-10,-3.000000e-03
4.587500e-10,-4.843750e-03
4.687500e-10,-6.625000e-03
4.787500e-10,-8.437500e-03
4.887500e-10,-1.009375e-02
4.987500e-10,-1.159375e-02
5.087500e-10,-1.275000e-02
5.187500e-10,-1.359375e-02
5.287500e-10,-1.403125e-02
5.387500e-10,-1.409375e-02
5.487500e-10,-1.368750e-02
5.587500e-10,-1.293750e-02
5.687500e-10,-1.181250e-02
5.787500e-10,-1.046875e-02
5.887500e-10,-8.937500e-03
5.987500e-10,-7.375000e-03
6.087500e-10,-5.906250e-03
6.187500e-10,-4.656250e-03
6.287500e-10,-3.656250e-03
6.387500e-10,-3.062500e-03
6.487500e-10,-2.875000e-03
6.587500e-10,-3.187500e-03
6.687500e-10,-3.875000e-03
6.787500e-10,-4.937500e-03
6.887500e-10,-6.250000e-03
6.987500e-10,-7.750000e-03
7.087500e-10,-9.218750e-03
7.187500e-10,-1.059375e-02
7.287500e-10,-1.168750e-02
7.387500e-10,-1.240625e-02
7.487500e-10,-1.265625e-02
7.587500e-10,-1.243750e-02
7.687500e-10,-1.171875e-02
7.787500e-10,-1.059375e-02
7.887500e-10,-9.093750e-03
7.987500e-10,-7.468750e-03
8.087500e-10,-5.781250e-03
8.187500e-10,-4.281250e-03
8.287500e-10,-3.062500e-03
8.387500e-10,-2.343750e-03
8.487500e-10,-2.156250e-03
8.587500e-10,-2.593750e-03
8.687500e-10,-3.562500e-03
8.787500e-10,-5.062500e-03
8.887500e-10,-6.906250e-03
8.987500e-10,-8.968750e-03
9.087500e-10,-1.096875e-02
9.187500e-10,-1.275000e-02
9.287500e-10,-1.409375e-02
9.387500e-10,-1.487500e-02
9.487500e-10,-1.496875e-02
9.587500e-10,-1.440625e-02
9.687500e-10,-1.318750e-02
9.787500e-10,-1.146875e-02
9.887500e-10,-9.375000e-03
9.987500e-10,-7.187500e-03
1.008750e-09,-5.062500e-03
1.018750e-09,-3.312500e-03
1.028750e-09,-1.937500e-03
1.038750e-09,-1.250000e-03
1.048750e-09,-1.187500e-03
1.058750e-09,-1.781250e-03
1.068750e-09,-2.875000e-03
1.078750e-09,-4.406250e-03
1.088750e-09,-6.125000e-03
1.098750e-09,-7.906250e-03
1.108750e-09,-9.468750e-03
1.118750e-09,-1.071875e-02
1.128750e-09,-1.150000e-02
1.138750e-09,-1.181250e-02
1.148750e-09,-1.156250e-02
1.158750e-09,-1.090625e-02
1.168750e-09,-9.937500e-03
1.178750e-09,-8.812500e-03
1.188750e-09,-7.625000e-03
1.198750e-09,-6.562500e-03
1.208750e-09,-5.687500e-03
1.218750e-09,-5.187500e-03
1.228750e-09,-4.906250e-03
1.238750e-09,-4.937500e-03
1.248750e-09,-5.187500e-03
1.258750e-09,-5.562500e-03
1.268750e-09,-5.937500e-03
1.278750e-09,-6.281250e-03
1.288750e-09,-6.468750e-03
1.298750e-09,-6.500000e-03
1.308750e-09,-6.312500e-03
