Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.000000e-11
Record Length,1000
Zero Index,219.171875
Vertical Units,V

TIME,CH1
-8.766875e-09,-5.468750e-04
-8.726875e-09,-3.125000e-04
-8.686875e-09,-5.156250e-04
-8.646875e-09,-1.671875e-03
-8.606875e-09,-3.687500e-03
-8.566875e-09,-5.765625e-03
-8.526875e-09,-6.937500e-03
-8.486875e-09,-6.781250e-03
-8.446875e-09,-5.703125e-03
-8.406875e-09,-4.625000e-03
-8.366875e-09,-4.171875e-03
-8.326875e-09,-4.296875e-03
-8.286875e-09,-4.390625e-03
-8.246875e-09,-3.984375e-03
-8.206875e-09,-3.156250e-03
-8.166875e-09,-2.531250e-03
-8.126875e-09,-2.656250e-03
-8.086875e-09,-3.531250e-03
-8.046875e-09,-4.453125e-03
-8.006875e-09,-4.671875e-03
-7.966875e-09,-3.921875e-03
-7.926875e-09,-2.781250e-03
-7.886875e-09,-2.187500e-03
-7.846875e-09,-2.765625e-03
-7.806875e-09,-4.328125e-03
-7.766875e-09,-6.031250e-03
-7.726875e-09,-6.921875e-03
-7.686875e-09,-6.687500e-03
-7.646875e-09,-5.671875e-03
-7.606875e-09,-4.546875e-03
-7.566875e-09,-3.765625e-03
-7.526875e-09,-3.281250e-03
-7.486875e-09,-2.781250e-03
-7.446875e-09,-2.156250e-03
-7.406875e-09,-1.609375e-03
-7.366875e-09,-1.500000e-03
-7.326875e-09,-1.906250e-03
-7.286875e-09,-2.468750e-03
-7.246875e-09,-2.796875e-03
-7.206875e-09,-2.765625e-03
-7.166875e-09,-2.812500e-03
-7.126875e-09,-3.500000e-03
-7.086875e-09,-4.937500e-03
-7.046875e-09,-6.500000e-03
-7.006875e-09,-7.109375e-03
-6.966875e-09,-6.078125e-03
-6.926875e-09,-3.765625e-03
-6.886875e-09,-1.437500e-03
-6.846875e-09,-4.531250e-04
-6.806875e-09,-1.406250e-03
-6.766875e-09,-3.656250e-03
-6.726875e-09,-5.843750e-03
-6.686875e-09,-6.875000e-03
-6.646875e-09,-6.593750e-03
-6.606875e-09,-5.656250e-03
-6.566875e-09,-4.875000e-03
-6.526875e-09,-4.593750e-03
-6.486875e-09,-4.562500e-03
-6.446875e-09,-4.484375e-03
-6.406875e-09,-4.328125e-03
-6.366875e-09,-4.484375e-03
-6.326875e-09,-5.218750e-03
-6.286875e-09,-6.343750e-03
-6.246875e-09,-7.187500e-03
-6.206875e-09,-7.062500e-03
-6.166875e-09,-5.890625e-03
-6.126875e-09,-4.234375e-03
-6.086875e-09,-2.890625e-03
-6.046875e-09,-2.406250e-03
-6.006875e-09,-2.781250e-03
-5.966875e-09,-3.718750e-03
-5.926875e-09,-4.890625e-03
-5.886875e-09,-6.140625e-03
-5.846875e-09,-7.187500e-03
-5.806875e-09,-7.640625e-03
-5.766875e-09,-7.031250e-03
-5.726875e-09,-5.359375e-03
-5.686875e-09,-3.281250e-03
-5.646875e-09,-1.890625e-03
-5.606875e-09,-1.968750e-03
-5.566875e-09,-3.312500e-03
-5.526875e-09,-4.859375e-03
-5.486875e-09,-5.375000e-03
-5.446875e-09,-4.515625e-03
-5.406875e-09,-3.015625e-03
-5.366875e-09,-2.203125e-03
-5.326875e-09,-2.890625e-03
-5.286875e-09,-4.750000e-03
-5.246875e-09,-6.500000e-03
-5.206875e-09,-6.906250e-03
-5.166875e-09,-5.656250e-03
-5.126875e-09,-3.578125e-03
-5.086875e-09,-1.906250e-03
-5.046875e-09,-1.453125e-03
-5.006875e-09,-2.125000e-03
-4.966875e-09,-3.203125e-03
-4.926875e-09,-3.968750e-03
-4.886875e-09,-4.203125e-03
-4.846875e-09,-4.171875e-03
-4.806875e-09,-4.203125e-03
-4.766875e-09,-4.437500e-03
-4.726875e-09,-4.796875e-03
-4.686875e-09,-5.218750e-03
-4.646875e-09,-5.781250e-03
-4.606875e-09,-6.500000e-03
-4.566875e-09,-7.250000e-03
-4.526875e-09,-7.578125e-03
-4.486875e-09,-7.125000e-03
-4.446875e-09,-5.906250e-03
-4.406875e-09,-4.468750e-03
-4.366875e-09,-3.546875e-03
-4.326875e-09,-3.531250e-03
-4.286875e-09,-4.296875e-03
-4.246875e-09,-5.265625e-03
-4.206875e-09,-5.906250e-03
-4.166875e-09,-6.031250e-03
-4.126875e-09,-5.859375e-03
-4.086875e-09,-5.718750e-03
-4.046875e-09,-5.734375e-03
-4.006875e-09,-5.843750e-03
-3.966875e-09,-5.890625e-03
-3.926875e-09,-5.718750e-03
-3.886875e-09,-5.296875e-03
-3.846875e-09,-4.625000e-03
-3.806875e-09,-3.703125e-03
-3.766875e-09,-2.703125e-03
-3.726875e-09,-1.875000e-03
-3.686875e-09,-1.531250e-03
-3.646875e-09,-1.843750e-03
-3.606875e-09,-2.750000e-03
-3.566875e-09,-3.921875e-03
-3.526875e-09,-5.078125e-03
-3.486875e-09,-6.046875e-03
-3.446875e-09,-6.781250e-03
-3.406875e-09,-7.281250e-03
-3.366875e-09,-7.437500e-03
-3.326875e-09,-7.156250e-03
-3.286875e-09,-6.531250e-03
-3.246875e-09,-5.937500e-03
-3.206875e-09,-5.796875e-03
-3.166875e-09,-6.218750e-03
-3.126875e-09,-6.828125e-03
-3.086875e-09,-6.984375e-03
