Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.000000e-11
Record Length,1000
Zero Index,219.476562
Vertical Units,V

TIME,CH1
-8.779062e-09,-7.000000e-03
-8.739062e-09,-6.703125e-03
-8.699062e-09,-5.812500e-03
-8.659063e-09,-4.750000e-03
-8.619062e-09,-4.046875e-03
-8.579062e-09,-4.015625e-03
-8.539062e-09,-4.546875e-03
-8.499062e-09,-5.312500e-03
-8.459062e-09,-5.984375e-03
-8.419062e-09,-6.468750e-03
-8.379063e-09,-6.781250e-03
-8.339062e-09,-6.843750e-03
-8.299062e-09,-6.437500e-03
-8.259062e-09,-5.468750e-03
-8.219062e-09,-4.156250e-03
-8.179063e-09,-3.093750e-03
-8.139062e-09,-2.843750e-03
-8.099063e-09,-3.468750e-03
-8.059062e-09,-4.375000e-03
-8.019062e-09,-4.828125e-03
-7.979062e-09,-4.515625e-03
-7.939062e-09,-3.953125e-03
-7.899063e-09,-4.031250e-03
-7.859062e-09,-5.312500e-03
-7.819062e-09,-7.390625e-03
-7.779062e-09,-9.187500e-03
-7.739062e-09,-9.812500e-03
-7.699063e-09,-9.203125e-03
-7.659062e-09,-8.218750e-03
-7.619063e-09,-7.843750e-03
-7.579062e-09,-8.218750e-03
-7.539062e-09,-8.500000e-03
-7.499062e-09,-7.687500e-03
-7.459062e-09,-5.578125e-03
-7.419062e-09,-3.187500e-03
-7.379062e-09,-2.140625e-03
-7.339062e-09,-3.281250e-03
-7.299062e-09,-5.968750e-03
-7.259062e-09,-8.375000e-03
-7.219062e-09,-8.890625e-03
-7.179062e-09,-7.281250e-03
-7.139062e-09,-4.843750e-03
-7.099062e-09,-3.437500e-03
-7.059062e-09,-4.046875e-03
-7.019062e-09,-6.125000e-03
-6.979062e-09,-8.125000e-03
-6.939062e-09,-8.671875e-03
-6.899062e-09,-7.656250e-03
-6.859062e-09,-6.062500e-03
-6.819062e-09,-5.109375e-03
-6.779062e-09,-5.234375e-03
-6.739062e-09,-5.875000e-03
-6.699062e-09,-6.093750e-03
-6.659062e-09,-5.593750e-03
-6.619062e-09,-4.937500e-03
-6.579062e-09,-5.140625e-03
-6.539062e-09,-6.531250e-03
-6.499062e-09,-8.359375e-03
-6.459062e-09,-9.156250e-03
-6.419062e-09,-7.968750e-03
-6.379062e-09,-5.156250e-03
-6.339062e-09,-2.250000e-03
-6.299062e-09,-8.281250e-04
-6.259062e-09,-1.375000e-03
-6.219062e-09,-3.015625e-03
-6.179062e-09,-4.281250e-03
-6.139062e-09,-4.406250e-03
-6.099062e-09,-3.796875e-03
-6.059062e-09,-3.625000e-03
-6.019062e-09,-4.593750e-03
-5.979062e-09,-6.390625e-03
-5.939062e-09,-7.828125e-03
-5.899062e-09,-7.968750e-03
-5.859062e-09,-6.890625e-03
-5.819062e-09,-5.562500e-03
-5.779062e-09,-5.031250e-03
-5.739062e-09,-5.500000e-03
-5.699062e-09,-6.250000e-03
-5.659062e-09,-6.390625e-03
-5.619062e-09,-5.562500e-03
-5.579062e-09,-4.234375e-03
-5.539063e-09,-3.171875e-03
-5.499062e-09,-2.734375e-03
-5.459062e-09,-2.734375e-03
-5.419062e-09,-2.765625e-03
-5.379062e-09,-2.859375e-03
-5.339062e-09,-3.390625e-03
-5.299063e-09,-4.640625e-03
-5.259062e-09,-6.218750e-03
-5.219062e-09,-7.156250e-03
-5.179062e-09,-6.640625e-03
-5.139062e-09,-4.812500e-03
-5.099062e-09,-2.812500e-03
-5.059063e-09,-1.921875e-03
-5.019062e-09,-2.500000e-03
-4.979062e-09,-3.796875e-03
-4.939062e-09,-4.453125e-03
-4.899062e-09,-3.750000e-03
-4.859062e-09,-2.218750e-03
-4.819063e-09,-1.140625e-03
-4.779062e-09,-1.546875e-03
-4.739062e-09,-3.343750e-03
-4.699062e-09,-5.468750e-03
-4.659062e-09,-6.765625e-03
-4.619062e-09,-6.750000e-03
-4.579063e-09,-5.843750e-03
-4.539062e-09,-4.812500e-03
-4.499062e-09,-4.109375e-03
-4.459062e-09,-3.718750e-03
-4.419062e-09,-3.515625e-03
-4.379062e-09,-3.515625e-03
-4.339063e-09,-3.953125e-03
-4.299062e-09,-4.734375e-03
-4.259062e-09,-5.359375e-03
-4.219062e-09,-5.109375e-03
-4.179062e-09,-3.828125e-03
-4.139062e-09,-2.250000e-03
-4.099063e-09,-1.609375e-03
-4.059062e-09,-2.640625e-03
-4.019062e-09,-4.781250e-03
-3.979062e-09,-6.421875e-03
-3.939062e-09,-6.187500e-03
-3.899062e-09,-4.031250e-03
-3.859063e-09,-1.531250e-03
-3.819062e-09,-6.406250e-04
-3.779062e-09,-2.171875e-03
-3.739062e-09,-5.031250e-03
-3.699062e-09,-7.000000e-03
-3.659062e-09,-6.500000e-03
-3.619062e-09,-3.796875e-03
-3.579062e-09,-7.656250e-04
-3.539062e-09,5.156250e-04
-3.499062e-09,-6.250000e-04
-3.459062e-09,-3.031250e-03
-3.419062e-09,-4.812500e-03
-3.379062e-09,-4.859375e-03
-3.339062e-09,-3.562500e-03
-3.299062e-09,-2.328125e-03
-3.259062e-09,-2.312500e-03
-3.219062e-09,-3.484375e-03
-3.179062e-09,-4.765625e-03
-3.139062e-09,-4.984375e-03
-3.099062e-09,-3.828125e-03
