Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.000000e-11
Record Length,1000
Zero Index,219.468750
Vertical Units,V

TIME,CH1
-8.778750e-09,-6.531250e-03
-8.738750e-09,-8.562500e-03
-8.698750e-09,-1.040625e-02
-8.658750e-09,-1.109375e-02
-8.618750e-09,-1.050000e-02
-8.578750e-09,-9.281250e-03
-8.538750e-09,-8.375000e-03
-8.498750e-09,-8.562500e-03
-8.458750e-09,-9.750000e-03
-8.418750e-09,-1.125000e-02
-8.378750e-09,-1.193750e-02
-8.338750e-09,-1.090625e-02
-8.298750e-09,-7.968750e-03
-8.258750e-09,-3.812500e-03
-8.218750e-09,2.500000e-04
-8.178750e-09,2.687500e-03
-8.138750e-09,2.500000e-03
-8.098750e-09,-3.437500e-04
-8.058750e-09,-5.000000e-03
-8.018750e-09,-9.937500e-03
-7.978750e-09,-1.371875e-02
-7.938750e-09,-1.546875e-02
-7.898750e-09,-1.496875e-02
-7.858750e-09,-1.271875e-02
-7.818750e-09,-9.687500e-03
-7.778750e-09,-7.000000e-03
-7.738750e-09,-5.406250e-03
-7.698750e-09,-5.187500e-03
-7.658750e-09,-5.937500e-03
-7.618750e-09,-7.000000e-03
-7.578750e-09,-7.937500e-03
-7.538750e-09,-8.625000e-03
-7.498750e-09,-9.437500e-03
-7.458750e-09,-1.065625e-02
-7.418750e-09,-1.209375e-02
-7.378750e-09,-1.300000e-02
-7.338750e-09,-1.268750e-02
-7.298750e-09,-1.096875e-02
-7.258750e-09,-8.593750e-03
-7.218750e-09,-6.750000e-03
-7.178750e-09,-6.437500e-03
-7.138750e-09,-7.531250e-03
-7.098750e-09,-8.968750e-03
-7.058750e-09,-9.343750e-03
-7.018750e-09,-8.062500e-03
-6.978750e-09,-5.687500e-03
-6.938750e-09,-3.593750e-03
-6.898750e-09,-3.125000e-03
-6.858750e-09,-4.531250e-03
-6.818750e-09,-6.812500e-03
-6.778750e-09,-8.593750e-03
-6.738750e-09,-9.000000e-03
-6.698750e-09,-8.187500e-03
-6.658750e-09,-7.031250e-03
-6.618750e-09,-6.375000e-03
-6.578750e-09,-6.343750e-03
-6.538750e-09,-6.500000e-03
-6.498750e-09,-6.343750e-03
-6.458750e-09,-5.812500e-03
-6.418750e-09,-5.312500e-03
-6.378750e-09,-5.250000e-03
-6.338750e-09,-5.562500e-03
-6.298750e-09,-5.812500e-03
-6.258750e-09,-5.781250e-03
-6.218750e-09,-5.843750e-03
-6.178750e-09,-6.875000e-03
-6.138750e-09,-9.375000e-03
-6.098750e-09,-1.271875e-02
-6.058750e-09,-1.525000e-02
-6.018750e-09,-1.534375e-02
-5.978750e-09,-1.259375e-02
-5.938750e-09,-8.281250e-03
-5.898750e-09,-4.781250e-03
-5.858750e-09,-3.750000e-03
-5.818750e-09,-5.187500e-03
-5.778750e-09,-7.531250e-03
-5.738750e-09,-8.937500e-03
-5.698750e-09,-8.531250e-03
-5.658750e-09,-7.000000e-03
-5.618750e-09,-5.843750e-03
-5.578750e-09,-6.218750e-03
-5.538750e-09,-8.281250e-03
-5.498750e-09,-1.115625e-02
-5.458750e-09,-1.356250e-02
-5.418750e-09,-1.456250e-02
-5.378750e-09,-1.371875e-02
-5.338750e-09,-1.128125e-02
-5.298750e-09,-8.031250e-03
-5.258750e-09,-5.312500e-03
-5.218750e-09,-4.406250e-03
-5.178750e-09,-5.812500e-03
-5.138750e-09,-8.718750e-03
-5.098750e-09,-1.137500e-02
-5.058750e-09,-1.184375e-02
-5.018750e-09,-9.656250e-03
-4.978750e-09,-6.031250e-03
-4.938750e-09,-3.187500e-03
-4.898750e-09,-2.718750e-03
-4.858750e-09,-4.281250e-03
-4.818750e-09,-6.062500e-03
-4.778750e-09,-6.281250e-03
-4.738750e-09,-4.781250e-03
-4.698750e-09,-3.187500e-03
-4.658750e-09,-3.531250e-03
-4.618750e-09,-6.437500e-03
-4.578750e-09,-1.018750e-02
-4.538750e-09,-1.203125e-02
-4.498750e-09,-1.003125e-02
-4.458750e-09,-4.781250e-03
-4.418750e-09,1.093750e-03
-4.378750e-09,4.656250e-03
-4.338750e-09,4.593750e-03
-4.298750e-09,1.843750e-03
-4.258750e-09,-1.593750e-03
-4.218750e-09,-4.062500e-03
-4.178750e-09,-5.343750e-03
-4.138750e-09,-6.187500e-03
-4.098750e-09,-7.250000e-03
-4.058750e-09,-8.562500e-03
-4.018750e-09,-9.500000e-03
-3.978750e-09,-9.718750e-03
-3.938750e-09,-9.531250e-03
-3.898750e-09,-9.562500e-03
-3.858750e-09,-1.015625e-02
-3.818750e-09,-1.075000e-02
-3.778750e-09,-1.037500e-02
-3.738750e-09,-8.562500e-03
-3.698750e-09,-6.000000e-03
-3.658750e-09,-4.312500e-03
-3.618750e-09,-4.843750e-03
-3.578750e-09,-7.812500e-03
-3.538750e-09,-1.171875e-02
-3.498750e-09,-1.425000e-02
-3.458750e-09,-1.378125e-02
-3.418750e-09,-1.034375e-02
-3.378750e-09,-5.812500e-03
-3.338750e-09,-2.687500e-03
-3.298750e-09,-2.593750e-03
-3.258750e-09,-5.218750e-03
-3.218750e-09,-8.562500e-03
-3.178750e-09,-1.021875e-02
-3.138750e-09,-9.000000e-03
-3.098750e-09,-5.687500e-03
