Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.000000e-12
Record Length,1000
Zero Index,310.703125
Vertical Units,V

TIME,CH1
-1.242812e-09,3.125000e-03
-1.238812e-09,3.171875e-03
-1.234812e-09,3.031250e-03
-1.230812e-09,3.296875e-03
-1.226812e-09,3.984375e-03
-1.222813e-09,3.859375e-03
-1.218813e-09,4.765625e-03
-1.214813e-09,5.281250e-03
-1.210813e-09,5.781250e-03
-1.206813e-09,4.875000e-03
-1.202812e-09,5.984375e-03
-1.198812e-09,5.468750e-03
-1.194812e-09,6.984375e-03
-1.190812e-09,7.062500e-03
-1.186812e-09,7.140625e-03
-1.182812e-09,6.796875e-03
-1.178812e-09,7.468750e-03
-1.174812e-09,7.296875e-03
-1.170812e-09,7.515625e-03
-1.166812e-09,8.140625e-03
-1.162813e-09,8.531250e-03
-1.158813e-09,8.500000e-03
-1.154813e-09,8.250000e-03
-1.150813e-09,8.390625e-03
-1.146813e-09,8.906250e-03
-1.142813e-09,8.578125e-03
-1.138812e-09,9.265625e-03
-1.134812e-09,9.515625e-03
-1.130812e-09,9.750000e-03
-1.126812e-09,8.531250e-03
-1.122812e-09,9.328125e-03
-1.118812e-09,8.484375e-03
-1.114812e-09,9.640625e-03
-1.110812e-09,9.375000e-03
-1.106812e-09,9.078125e-03
-1.102813e-09,8.359375e-03
-1.098813e-09,8.656250e-03
-1.094813e-09,8.109375e-03
-1.090813e-09,7.968750e-03
-1.086813e-09,8.218750e-03
-1.082813e-09,8.265625e-03
-1.078812e-09,7.890625e-03
-1.074812e-09,7.312500e-03
-1.070812e-09,7.140625e-03
-1.066812e-09,7.375000e-03
-1.062812e-09,6.781250e-03
-1.058812e-09,7.218750e-03
-1.054812e-09,7.265625e-03
-1.050812e-09,7.296875e-03
-1.046812e-09,5.937500e-03
-1.042813e-09,6.593750e-03
-1.038813e-09,5.640625e-03
-1.034813e-09,6.734375e-03
-1.030813e-09,6.421875e-03
-1.026813e-09,6.125000e-03
-1.022813e-09,5.437500e-03
-1.018812e-09,5.765625e-03
-1.014812e-09,5.312500e-03
-1.010812e-09,5.265625e-03
-1.006812e-09,5.656250e-03
-1.002812e-09,5.843750e-03
-9.988125e-10,5.656250e-03
-9.948125e-10,5.265625e-03
-9.908125e-10,5.312500e-03
-9.868125e-10,5.765625e-03
-9.828125e-10,5.421875e-03
-9.788125e-10,6.109375e-03
-9.748125e-10,6.406250e-03
-9.708125e-10,6.703125e-03
-9.668125e-10,5.593750e-03
-9.628125e-10,6.515625e-03
-9.588125e-10,5.812500e-03
-9.548125e-10,7.125000e-03
-9.508125e-10,7.046875e-03
-9.468125e-10,6.968750e-03
-9.428125e-10,6.484375e-03
-9.388125e-10,7.000000e-03
-9.348125e-10,6.703125e-03
-9.308125e-10,6.812500e-03
-9.268125e-10,7.312500e-03
-9.228125e-10,7.593750e-03
-9.188125e-10,7.453125e-03
-9.148125e-10,7.109375e-03
-9.108125e-10,7.156250e-03
-9.068125e-10,7.593750e-03
-9.028125e-10,7.203125e-03
-8.988125e-10,7.812500e-03
-8.948125e-10,7.984375e-03
-8.908125e-10,8.140625e-03
-8.868125e-10,6.890625e-03
-8.828125e-10,7.625000e-03
-8.788125e-10,6.718750e-03
-8.748125e-10,7.734375e-03
-8.708125e-10,7.406250e-03
-8.668125e-10,7.062500e-03
-8.628125e-10,6.312500e-03
-8.588125e-10,6.531250e-03
-8.548125e-10,5.937500e-03
-8.508125e-10,5.750000e-03
-8.468125e-10,5.937500e-03
-8.428125e-10,5.906250e-03
-8.388125e-10,5.484375e-03
-8.348125e-10,4.828125e-03
-8.308125e-10,4.578125e-03
-8.268125e-10,4.734375e-03
-8.228125e-10,4.093750e-03
-8.188125e-10,4.453125e-03
-8.148125e-10,4.406250e-03
-8.108125e-10,4.375000e-03
-8.068125e-10,3.000000e-03
-8.028125e-10,3.609375e-03
-7.988125e-10,2.593750e-03
-7.948125e-10,3.453125e-03
-7.908125e-10,3.140625e-03
-7.868125e-10,2.796875e-03
-7.828125e-10,2.125000e-03
-7.788125e-10,2.406250e-03
-7.748125e-10,1.906250e-03
-7.708125e-10,1.921875e-03
-7.668125e-10,2.281250e-03
-7.628125e-10,2.468750e-03
-7.588125e-10,2.375000e-03
-7.548125e-10,2.015625e-03
-7.508125e-10,2.078125e-03
-7.468125e-10,2.578125e-03
-7.428125e-10,2.312500e-03
-7.388125e-10,3.062500e-03
-7.348125e-10,3.468750e-03
-7.308125e-10,3.875000e-03
-7.268125e-10,2.984375e-03
-7.228125e-10,4.062500e-03
-7.188125e-10,3.562500e-03
-7.148125e-10,4.812500e-03
-7.108125e-10,5.031250e-03
-7.068125e-10,5.203125e-03
-7.028125e-10,5.046875e-03
-6.988125e-10,5.750000e-03
-6.948125e-10,5.656250e-03
-6.908125e-10,6.156250e-03
-6.868125e-10,6.906250e-03
-6.828125e-10,7.421875e-03
-6.788125e-10,7.812500e-03
-6.748125e-10,7.734375e-03
-6.708125e-10,8.078125e-03
-6.668125e-10,8.796875e-03
-6.628125e-10,8.781250e-03
-6.588125e-10,9.687500e-03
-6.548125e-10,1.023438e-02
-6.508125e-10,1.068750e-02
-6.468125e-10,9.812500e-03
-6.428125e-10,1.089063e-02
